Entity,Code,Year,Transport (tonnes),Forestry (tonnes),Energy (tonnes),Other sources (tonnes),"Agriculture, Land Use & Forestry (tonnes)",Waste (tonnes),Residential & commercial (tonnes),Industry (tonnes),Agriculture (tonnes)
Maldives,MDV,2000,145800,-3.3,100300,0,0,0,11800,831.9,0
Maldives,MDV,2001,154210,-331,115600,0,0,0,11000,854.1,0
Maldives,MDV,2002,179065,-331,171300,0,0,0,10700,876.1999999999999,0
Maldives,MDV,2003,189162,-331,193600,0,0,0,14800,898.4,0
Maldives,MDV,2004,199240,-331,195500,0,0,0,12600,920.6,0
Maldives,MDV,2005,212800,-331,202600,0,0,0,11000,942.6999999999999,0
Maldives,MDV,2006,251220,-725.1999999999999,240000,0,-1000,0,10900,965.9,0
Maldives,MDV,2007,273110,-725.1999999999999,259000,0,-1000,0,14300,989,0
Maldives,MDV,2008,286270,-725.1999999999999,269000,0,-1000,0,15400,1011.2,0
Maldives,MDV,2009,310320,-725.1999999999999,291000,0,-1000,0,16800,1034.4,0
Maldives,MDV,2010,334500,-725.1999999999999,313000,0,-1000,0,18300,1057.5,0
Mali,MLI,1990,240280.8,-411921.80000000005,65475.5,0,6538000,0,44349.7,24555.7,0
Mali,MLI,1991,240741.5,-411899.9,68981.9,0,6538000,0,58873.5,28385.3,0
Mali,MLI,1992,225128.6,-411877.4,64814.8,0,6538000,0,48703.299999999996,31261.3,0
Mali,MLI,1993,235076.5,-411854.5,61467.799999999996,0,6538000,0,53663.200000000004,30939.5,0
Mali,MLI,1994,233372,-411830.89999999997,58526.8,0,6538000,0,52636.899999999994,31503.1,0
Mali,MLI,1995,244337.1,-411806.8,57632.3,0,6538000,0,61272,31741.800000000003,0
Mali,MLI,1996,249487.4,-411782.10000000003,64320.3,0,6538000,0,54576.9,31949.100000000002,0
Mali,MLI,1997,256908.5,-411756.8,66364.5,0,6538000,0,64936.8,31754.100000000002,0
Mali,MLI,1998,267342.6,-411730.8,74913.79999999999,0,6538000,0,37201.6,28073.2,0
Mali,MLI,1999,280890.5,-411704.1,79385.3,0,6538000,0,39058.6,28868.2,0
Mali,MLI,2000,258381.1,-411676.69999999995,75500,0,6538000,0,85100,29720,0
Mali,MLI,2001,261480.3,-2483563.8,76600,0,6534000,0,78400,30560,0
Mali,MLI,2002,271993.60000000003,-2483595,82300,0,6534000,0,78100,31530,0
Mali,MLI,2003,277294.30000000005,-2483627.1,83600,0,6534000,0,91400,32500,0
Mali,MLI,2004,284393.5,-2483660,87100,0,6534000,0,79900,33480,0
Mali,MLI,2005,301992.2,-2483693.9000000004,91500,0,6534000,0,84800,34470,0
Mali,MLI,2006,310791.1,-5379329.7,94000,0,6534000,0,78600,35460,0
Mali,MLI,2007,325489.89999999997,-5379377.1,97700,0,6534000,0,93800,36440,0
Mali,MLI,2008,336288.8,-5379425.8,100600,0,6534000,0,99300,37530,0
Mali,MLI,2009,347087.60000000003,-5379476.1,103700,0,6534000,0,104000,38520,0
Mali,MLI,2010,357886.5,-5379527.8,106700,0,6534000,0,109000,39510,0
Malta,MLT,1990,460551.4,0,1777959.2,0,0,0,96004.3,10744.199999999999,0
Malta,MLT,1991,515988.3,0,1608636.4000000001,0,0,0,98643.90000000001,10995.6,0
Malta,MLT,1992,533996.3,0,1542891.9000000001,0,0,0,103923.4,10702.199999999999,0
Malta,MLT,1993,605231.5,0,2116304.9,0,0,0,103923.4,10798.7,0
Malta,MLT,1994,605231.5,0,1814054.2,0,0,0,103923.4,11136,0
Malta,MLT,1995,703267.7,0,1587890.7,0,0,0,109938.2,10485.4,0
Malta,MLT,1996,554908,0,1636427.1,0,0,0,150168.5,10462,0
Malta,MLT,1997,761140.3,0,1603020.2999999998,0,0,0,132372.80000000002,10653.3,0
Malta,MLT,1998,661671.2999999999,0,1637640.5999999999,0,0,0,95912.2,13173.400000000001,0
Malta,MLT,1999,607040.3,0,1709350.9,0,0,0,110950.3,13121.3,0
Malta,MLT,2000,427000,0,1680000,0,0,0,86700,10604.6,0
Malta,MLT,2001,563000,0,2020000,0,0,0,86700,10720,0
Malta,MLT,2002,369000,0,1700000,0,0,0,95400,10727,0
Malta,MLT,2003,608000,0,1840000,0,0,0,104000,10629.2,0
Malta,MLT,2004,536000,0,1950000,0,0,0,107000,10724,0
Malta,MLT,2005,587000,0,2070000,0,0,0,61800,10662,0
Malta,MLT,2006,526000,0,2010000,0,0,0,64000,10711.800000000001,0
Malta,MLT,2007,541000,0,2140000,0,0,0,64000,14132.6,0
Malta,MLT,2008,431000,0,1160000,0,0,0,63700,14096.8,0
Malta,MLT,2009,370000,0,1090000,0,0,0,49100,15268.800000000001,0
Malta,MLT,2010,428000,0,1090000,0,0,0,60600,16451.8,0
Marshall Islands,MHL,1991,,0,0,0,0,0,0,0,0
Marshall Islands,MHL,1992,,0,0,0,0,0,0,0,0
Marshall Islands,MHL,1993,,0,0,0,0,0,0,0,0
Marshall Islands,MHL,1994,,0,0,0,0,0,0,0,0
Marshall Islands,MHL,1995,,0,0,0,0,0,0,0,0
Marshall Islands,MHL,1996,,0,0,0,0,0,0,0,0
Marshall Islands,MHL,1997,,0,0,0,0,0,0,0,0
Marshall Islands,MHL,1998,,0,0,0,0,0,0,0,0
Marshall Islands,MHL,1999,,0,0,0,0,0,0,0,0
Marshall Islands,MHL,2000,0,0,0,0,0,0,0,0,0
Marshall Islands,MHL,2001,0,0,0,0,0,0,0,0,0
Marshall Islands,MHL,2002,0,0,0,0,0,0,0,0,0
Marshall Islands,MHL,2003,0,0,0,0,0,0,0,0,0
Marshall Islands,MHL,2004,0,0,0,0,0,0,0,0,0
Marshall Islands,MHL,2005,0,0,0,0,0,0,0,0,0
Marshall Islands,MHL,2006,0,0,0,0,0,0,0,0,0
Marshall Islands,MHL,2007,0,0,0,0,0,0,0,0,0
Marshall Islands,MHL,2008,0,0,0,0,0,0,0,0,0
Marshall Islands,MHL,2009,0,0,0,0,0,0,0,0,0
Marshall Islands,MHL,2010,0,0,0,0,0,0,0,0,0
Martinique,MTQ,1990,214980.19999999998,0,689893.2,0,0,0,569962.8,127489.40000000001,0
Martinique,MTQ,1991,185933.1,0,639093.7999999999,0,0,0,450885,132818.90000000002,0
Martinique,MTQ,1992,216244.30000000002,0,746779.5,0,0,0,463801.5,119045.1,0
Martinique,MTQ,1993,267305.60000000003,0,916922.5,0,0,0,536730.6,106167.90000000001,0
Martinique,MTQ,1994,269667.89999999997,0,897710,0,0,0,544581.5,103956.5,0
Martinique,MTQ,1995,277939.5,0,909066.2999999999,0,0,0,545338,100721.1,0
Martinique,MTQ,1996,278557.5,0,884992.2000000001,0,0,0,557263.2,97723,0
Martinique,MTQ,1997,278109.10000000003,0,881957.2,0,0,0,360258.5,97070.40000000001,0
Martinique,MTQ,1998,474975.39999999997,0,802076.4,0,0,0,257558.9,96197.1,0
Martinique,MTQ,1999,523078.60000000003,0,836707.7000000001,0,0,0,286502.9,95543.8,0
Martinique,MTQ,2000,510441,0,804000.1,0,0,0,98200,94639.1,0
Martinique,MTQ,2001,504027,0,814000.1,0,0,0,98100,108346.59999999999,0
Martinique,MTQ,2002,516129,0,870000.1,0,0,0,99800,93554.2,0
Martinique,MTQ,2003,520730,0,857000.1,0,0,0,101000,92460.2,0
Martinique,MTQ,2004,589965,0,903000.1,0,0,0,202000,91567.2,0
Martinique,MTQ,2005,594916,0,913000.1,0,0,0,203000,90973.20000000001,0
Martinique,MTQ,2006,605635,0,939000.1,0,0,0,255000,90979.29999999999,0
Martinique,MTQ,2007,633233,0,963000.1,0,0,0,281000,94684.29999999999,0
Martinique,MTQ,2008,658313,0,980000.1,0,0,0,320000,92792.3,0
Martinique,MTQ,2009,679446,0,1001000.1,0,0,0,359000,92197.40000000001,0
Martinique,MTQ,2010,700578,0,1024000.1,0,0,0,397000,102404.4,0
Mauritania,MRT,1990,351989.3,-71123.7,194307.7,0,1100000,0,225286.4,48584.4,0
Mauritania,MRT,1991,358214.5,-70682.7,217273,0,1100000,0,263628.30000000005,52397.2,0
Mauritania,MRT,1992,1071773.9,-70220.5,636035.7000000001,0,1100000,0,728494.7,59892.7,0
Mauritania,MRT,1993,1108097.4000000001,-69735.29999999999,629363.8999999999,0,1100000,0,780646.6000000001,54572,0
Mauritania,MRT,1994,1080967.9000000001,-69225.4,636905.1,0,1100000,0,766531.3999999999,173647.5,0
Mauritania,MRT,1995,1145069.2,-68689,635929.8,0,1100000,0,851675.8999999999,172990,0
Mauritania,MRT,1996,1153594.1,-68123.90000000001,677019.2,0,1100000,0,812584.6,48633.6,0
Mauritania,MRT,1997,1163120.3,-67527.6,699016.4,0,1100000,0,880640.6,39554.5,0
Mauritania,MRT,1998,1189335.9000000001,-66897.59999999999,985256.8,0,1100000,0,574177.1,48144.7,0
Mauritania,MRT,1999,1251188.7,-66230.90000000001,1023500.5,0,1100000,0,520278.69999999995,47958.399999999994,0
Mauritania,MRT,2000,1142220,-65524.299999999996,947000.1,0,1100000,0,700000,51967.3,0
Mauritania,MRT,2001,1152217,-86750.8,943000.1,0,1100000,0,696000,90489,0
Mauritania,MRT,2002,1080304,-86710.09999999999,893000.1,0,1100000,0,599000,89820.8,0
Mauritania,MRT,2003,1117306,-86666.70000000001,933000.1,0,1100000,0,755000,89352.7,0
Mauritania,MRT,2004,1156296,-86620.2,993000.1,0,1100000,0,723000,130919.6,0
Mauritania,MRT,2005,1230259,-86570.40000000001,1045000.1,0,1100000,0,706000,130061.5,0
Mauritania,MRT,2006,1217255,-123870.2,1027000.1,0,513000,0,619000,159193.4,0
Mauritania,MRT,2007,1263253,-124666.70000000001,1066000.0999999999,0,513000,0,526000,171335.3,0
Mauritania,MRT,2008,1322250,-125494.20000000001,1113000.0999999999,0,513000,0,556000,134477.2,0
Mauritania,MRT,2009,1350246,-126354.5,1136000.0999999999,0,513000,0,506000,135609.1,0
Mauritania,MRT,2010,1379243,-127249.7,1159000.0999999999,0,513000,0,455000,149751,0
Mauritius,MUS,1990,359809,-25666.699999999997,430662,0,-26000,0,373638.3,30068.5,0
Mauritius,MUS,1991,338098.3,-25666.699999999997,451319.9,0,-26000,0,424112.6,30345.4,0
Mauritius,MUS,1992,391777.5,-25666.699999999997,471263.39999999997,0,-26000,0,420506.39999999997,30660.399999999998,0
Mauritius,MUS,1993,400006.39999999997,-25666.699999999997,448712.2,0,-26000,0,419141,30998.6,0
Mauritius,MUS,1994,388479.6,-25666.699999999997,439126.2,0,-26000,0,411434.3,31338.5,0
Mauritius,MUS,1995,431021.7,-25666.699999999997,463833.5,0,-26000,0,509826.1,31664.100000000002,0
Mauritius,MUS,1996,440854.2,-25666.699999999997,489877.4,0,-26000,0,461517.60000000003,31970.600000000002,0
Mauritius,MUS,1997,456108.3,-25666.699999999997,516375.4,0,-26000,0,521281.8,32261.899999999998,0
Mauritius,MUS,1998,483139.8,-25666.699999999997,704660.7000000001,0,-26000,0,336206,32542.700000000004,0
Mauritius,MUS,1999,503073.10000000003,-25666.699999999997,770844.1,0,-26000,0,360189.1,32820,0
Mauritius,MUS,2000,560627,-25666.699999999997,934000.1,0,-26000,0,439000,33114.4,0
Mauritius,MUS,2001,613953,717.6,1078000.0999999999,0,183000,0,625000,33354.9,0
Mauritius,MUS,2002,539656,730.5,972000.1,0,183000,0,476000,33705.3,0
Mauritius,MUS,2003,563015,743.9,1008000.1,0,183000,0,498000,33935.8,0
Mauritius,MUS,2004,597714,757.7,1099000.0999999999,0,183000,0,550000,34186.2,0
Mauritius,MUS,2005,633415,772.1,1157000.0999999999,0,183000,0,579000,34526.6,0
Mauritius,MUS,2006,631220,-7333.3,1163000.0999999999,0,-7000,0,619000,34777.1,0
Mauritius,MUS,2007,649630,-7333.3,1186000.0999999999,0,-7000,0,653000,37257.5,0
Mauritius,MUS,2008,684738,-7333.3,1257000.0999999999,0,-7000,0,691000,37497.9,0
Mauritius,MUS,2009,701945,-7333.3,1291000.0999999999,0,-7000,0,729000,38598.4,0
Mauritius,MUS,2010,720053,-7333.3,1324000.0999999999,0,-7000,0,766000,39588.799999999996,0
Mayotte,MYT,1990,,-3460.3,0,0,49000,0,0,0,0
Mayotte,MYT,1991,,-3450.2000000000003,0,0,49000,0,0,0,0
Mayotte,MYT,1992,,-3439.7000000000003,0,0,49000,0,0,0,0
Mayotte,MYT,1993,,-3428.7999999999997,0,0,49000,0,0,0,0
Mayotte,MYT,1994,,-3417.6000000000004,0,0,49000,0,0,0,0
Mayotte,MYT,1995,,-3405.8,0,0,49000,0,0,0,0
Mayotte,MYT,1996,,-3393.6000000000004,0,0,49000,0,0,0,0
Mayotte,MYT,1997,,-3380.9,0,0,49000,0,0,0,0
Mayotte,MYT,1998,,-3367.7000000000003,0,0,49000,0,0,0,0
Mayotte,MYT,1999,,-3353.9,0,0,49000,0,0,0,0
Mayotte,MYT,2000,0,-3339.5,0,0,49000,0,0,0,0
Mayotte,MYT,2001,0,-16807,0,0,46000,0,0,0,0
Mayotte,MYT,2002,0,-16877.7,0,0,46000,0,0,0,0
Mayotte,MYT,2003,0,-16951.8,0,0,46000,0,0,0,0
Mayotte,MYT,2004,0,-17029.399999999998,0,0,46000,0,0,0,0
Mayotte,MYT,2005,0,-17110.7,0,0,46000,0,0,0,0
Mayotte,MYT,2006,0,-2316.1,0,0,46000,0,0,0,0
Mayotte,MYT,2007,0,-2375.5,0,0,46000,0,0,0,0
Mayotte,MYT,2008,0,-2438,0,0,46000,0,0,0,0
Mayotte,MYT,2009,0,-2503.8999999999996,0,0,46000,0,0,0,0
Mayotte,MYT,2010,0,-2573.5,0,0,46000,0,0,0,0
Melanesia,OWID_MNS,1990,989670.5,-2845367.5,2108911.2,0,57093000,491,2221851.9,108750.4,0
Melanesia,OWID_MNS,1991,959671.6,-2845460.0999999996,2145484,0,57093000,516.2,2160815.0999999996,112131.90000000001,0
Melanesia,OWID_MNS,1992,1096966.5999999999,-2845552.4,2229835.0999999996,0,57093000,550.6999999999999,1793575.2,126779.4,0
Melanesia,OWID_MNS,1993,1038517.7000000001,-2845644.3,2282649.5,0,57093000,595.9,1984301.3,130255,0
Melanesia,OWID_MNS,1994,1010604.6,-2845735.8,2291676.8000000003,0,57093000,619.1999999999999,1728413,136717.6,0
Melanesia,OWID_MNS,1995,1055873,-2845827.1,2166215.3,0,57093000,621.9,1853186.8,173576.9,0
Melanesia,OWID_MNS,1996,1142700.1,-2845917.9,2171883.8000000003,0,49404000,650,1494170.7,173040.8,0
Melanesia,OWID_MNS,1997,1164077.5,-2846008.5,2156670.9,0,125680000,651.1,1719577,180020.19999999998,0
Melanesia,OWID_MNS,1998,1122196.5,-2846098.7,2756309.4,0,51057000,652.3,1671462.2999999998,128713,0
Melanesia,OWID_MNS,1999,1090771.9,-2846188.6,2240384.8,0,51091000,680.5,1852299.9,132236,0
Melanesia,OWID_MNS,2000,1169410,-2846278.1,2454000,0,51068000,687,1099800,182697.2,0
Melanesia,OWID_MNS,2001,1152460,-2595566.3,2323700,0,49105000,697,1319300,180282.5,0
Melanesia,OWID_MNS,2002,1269678,-2595443,2622560,0,61899000,706,1391100,184767.69999999998,0
Melanesia,OWID_MNS,2003,1354466,-2595318.6,2611210,0,53586000,721,1216500,198082,0
Melanesia,OWID_MNS,2004,1384068,-2595193.2,2741110,0,74864000,738,1250100,206536.30000000002,0
Melanesia,OWID_MNS,2005,1441611,-2595066.8000000003,3188680,0,49370000,758,1353400,220931.5,0
Melanesia,OWID_MNS,2006,1531978,-1508257.9000000001,3439440,0,59183000,766,1558700,228804.8,0
Melanesia,OWID_MNS,2007,1616014,-1508612.4,3278260,0,51946000,780,1930500,231489,0
Melanesia,OWID_MNS,2008,1668850,-1508968,3600850,0,57211000,794,2061600,231463.2,0
Melanesia,OWID_MNS,2009,1744930,-1509324.9000000001,3735590,0,52904000,807,2296600,231538.3,0
Melanesia,OWID_MNS,2010,1821030,-1509683,3869480,0,57637000,819,2533700,252224.7,0
Mexico,MEX,1990,87107455.7,-4013833.8,169694611.8,0,17233000,0,28666017.1,22533414.5,0
Mexico,MEX,1991,93616843.7,-4023998.5,172354537.79999998,0,17233000,0,29714261.5,22777941.8,0
Mexico,MEX,1992,95061088.5,-4034218.8000000003,171164657.79999998,0,17233000,0,31847562.3,23484091.2,0
Mexico,MEX,1993,98746275.8,-4044495.1999999997,163512440.5,0,17233000,0,32715147.3,23256804.3,0
Mexico,MEX,1994,100496120,-4054828.1,179424981.9,0,17233000,0,33307441.9,24944202,0
Mexico,MEX,1995,96673697.8,-4065218.1,173659857.9,0,17233000,0,33647753.7,22292236.5,0
Mexico,MEX,1996,93996718.7,-4075665.5999999996,183237728.6,0,17233000,0,33190003.299999997,22404701.2,0
Mexico,MEX,1997,95898392.9,-4086171.1,196077639,0,17233000,0,33492002.500000004,22201580.900000002,0
Mexico,MEX,1998,98920048.6,-4096734.9999999995,216257544.1,0,17233000,0,34580560.1,22342809.8,0
Mexico,MEX,1999,98480609.1,-4107357.9,212841103.89999998,0,17233000,0,30248236.9,22650901.900000002,0
Mexico,MEX,2000,107195700,-4118040.2,211080000,0,17233000,0,33000000,23043100,0
Mexico,MEX,2001,108379700,430861.4,209100000,0,17600000,0,32500000,21331700,0
Mexico,MEX,2002,110122700,432105.3,215090000,0,17600000,0,32500000,21765200,0
Mexico,MEX,2003,117272700,433354.8,214250000,0,17600000,0,31700000,22345700,0
Mexico,MEX,2004,123269700,434610.1,215990000,0,17600000,0,32600000,23447200,0
Mexico,MEX,2005,129525600,435871.2,231220000,0,17600000,0,31800000,24444600,0
Mexico,MEX,2006,138698500,-2324381.1999999997,237990000,0,11000000,0,32700000,25996100,0
Mexico,MEX,2007,145621400,-2327818.1,245030000,0,11000000,0,32500000,27123600,0
Mexico,MEX,2008,145614400,-2331267,235780000,0,11000000,0,32400000,30062100,0
Mexico,MEX,2009,140811300,-2334728,239890000,0,11000000,0,31300000,26127500,0
Mexico,MEX,2010,145061300,-2338201.1,253610000,0,11000000,0,32000000,25266000,0
Micronesia (country),FSM,1991,,-381645.8,0,0,-29000,0,0,0,0
Micronesia (country),FSM,1992,,-381634.6,0,0,-29000,0,0,0,0
Micronesia (country),FSM,1993,,-381623.3,0,0,-29000,0,0,0,0
Micronesia (country),FSM,1994,,-381612.1,0,0,-29000,0,0,0,0
Micronesia (country),FSM,1995,,-381600.9,0,0,-29000,0,0,0,0
Micronesia (country),FSM,1996,,-381589.7,0,0,-29000,0,0,0,0
Micronesia (country),FSM,1997,,-381578.5,0,0,-29000,0,0,0,0
Micronesia (country),FSM,1998,,-381567.3,0,0,-29000,0,0,0,0
Micronesia (country),FSM,1999,,-381556.10000000003,0,0,-29000,0,0,0,0
Micronesia (country),FSM,2000,0,-381545,0,0,-29000,0,0,0,0
Micronesia (country),FSM,2001,0,-381650.3,0,0,-29000,0,0,0,0
Micronesia (country),FSM,2002,0,-381638,0,0,-29000,0,0,0,0
Micronesia (country),FSM,2003,0,-381625.80000000005,0,0,-29000,0,0,0,0
Micronesia (country),FSM,2004,0,-381613.60000000003,0,0,-29000,0,0,0,0
Micronesia (country),FSM,2005,0,-381601.3,0,0,-29000,0,0,0,0
Micronesia (country),FSM,2006,0,-381589.1,0,0,-29000,0,0,0,0
Micronesia (country),FSM,2007,0,-381578,0,0,-29000,0,0,0,0
Micronesia (country),FSM,2008,0,-381566.89999999997,0,0,-29000,0,0,0,0
Micronesia (country),FSM,2009,0,-381555.8,0,0,-29000,0,0,0,0
Micronesia (country),FSM,2010,0,-381544.69999999995,0,0,-29000,0,0,0,0
Micronesia (region),,1990,11390,-451783.7,2060.5,0,-119000,0,9171.699999999999,9304.6,0
Micronesia (region),,1991,13943.9,-532140.8,2570.1,0,-119000,0,10233.800000000001,9492,0
Micronesia (region),,1992,13606.199999999999,-532129.4,2429.3999999999996,0,-119000,0,7233.7,9670,0
Micronesia (region),,1993,12902.6,-532118.1,2469.5,0,-119000,0,7952,9839,0
Micronesia (region),,1994,12000.7,-532106.8,2495.1,0,-119000,0,6808.8,10000.1,0
Micronesia (region),,1995,12333.1,-532095.4,2057.2,0,-119000,0,7330.3,10154.7,0
Micronesia (region),,1996,13904,-532084.1000000001,1977.6000000000001,0,-119000,0,7423.5,10301.3,0
Micronesia (region),,1997,14339.4,-532072.8,1736.6,0,-119000,0,8431.2,10441.3,0
Micronesia (region),,1998,13619.6,-532061.5,1719.7,0,-119000,0,8183.9,10581.8,0
Micronesia (region),,1999,13415.900000000001,-532050.2000000001,2057.3,0,-119000,0,8972.300000000001,10732.8,0
Micronesia (region),,2000,16443,-532039,2390,0,-119000,0,7320,10902.6,0
Micronesia (region),,2001,15963,-528560.5,2570,0,-116000,0,8430,11079.5,0
Micronesia (region),,2002,15716.8,-528549.8,2710,0,-116000,0,8940,11301.4,0
Micronesia (region),,2003,15355.7,-528539.2000000001,2690,0,-116000,0,8880,11514.300000000001,0
Micronesia (region),,2004,13837,-528528.6,2420,0,-116000,0,11900,11724.199999999999,0
Micronesia (region),,2005,14187,-528518,2510,0,-116000,0,9620,11930.1,0
Micronesia (region),,2006,13903,-386865.7,2560,0,26000,0,9450,12129.9,0
Micronesia (region),,2007,13659,-386852.8,2480,0,26000,0,16100.000000000002,12347.8,0
Micronesia (region),,2008,13136,-386839.9,2418,0,26000,0,17400,12545.8,0
Micronesia (region),,2009,12802,-386826.9,2384,0,26000,0,20000,12753.7,0
Micronesia (region),,2010,12448,-386814,2361,0,26000,0,22600,12961.6,0
Middle Africa,,1990,4517369.800000001,7353937.899999999,19569720.4,0,382120000,0,3139223,2025819.3,0
Middle Africa,,1991,4517169.399999999,7364712.3,19450357.8,0,382120000,0,3065045.7,1937309.8,0
Middle Africa,,1992,4349444.9,7375587.3,20078684.9,0,382120000,0,2655583.3,1941543.9,0
Middle Africa,,1993,4489589.2,7386565,20932151.4,0,382120000,0,2511920.3000000003,1900392.1,0
Middle Africa,,1994,4726266.2,7397648,17909020.799999997,0,382120000,0,2556034.0999999996,1935288.4,0
Middle Africa,,1995,4206325.1,7408838.7,20997377.2,0,382120000,0,2499268.6,1856008.5,0
Middle Africa,,1996,4159094.1999999997,7420139.600000001,24659505.700000003,0,379800000,0,2709584.3,1858172.8,0
Middle Africa,,1997,4260084.300000001,7431553.600000001,25425464.9,0,376918000,0,2743737.0999999996,1858248.3,0
Middle Africa,,1998,4189375.1,7443083.3,27732984.799999997,0,381549000,0,2964025.8,2062488.9,0
Middle Africa,,1999,4243534.1,7454731.6,27884855.7,0,377251000,0,3141719.2,2150712.5,0
Middle Africa,,2000,4497971.899999999,7466501.5,27461600,0,379898000,0,2997200,2217462.1999999997,0
Middle Africa,,2001,4841368.5,6301553.399999999,27241150,0,366640000,0,2902800,2823426.1,0
Middle Africa,,2002,5157162.7,6306386.9,24652360,0,378351000,0,2906800,2871185.8000000003,0
Middle Africa,,2003,7036004,6311241.3,25269560,0,383049000,0,3065100,3014156.7,0
Middle Africa,,2004,7066534.399999999,6316117.100000001,26577400,0,391155000,0,2954500,3145892.8000000003,0
Middle Africa,,2005,6459632.6,6321014.9,26485810,0,392936000,0,2851600,3506033.8000000003,0
Middle Africa,,2006,7132541.9,3053126.4,24536480,0,389587000,0,3694500,3565196.6,0
Middle Africa,,2007,8530090.5,3055222.8,23478120,0,403347000,0,3969900,3570749.6999999997,0
Middle Africa,,2008,7815229.5,3057303,23588760,0,389937000,0,4582200,3585461.9,0
Middle Africa,,2009,8865158.5,3059369.8,23249330,0,389333000,0,5129700,3610395.7,0
Middle Africa,,2010,10812307.5,3061426.1999999997,22433820,0,393037000,0,5447600,3729131.4000000004,0
Moldova,MDA,1992,2239995.1999999997,-1400666.7,14355407.1,0,-1235000,1949,3341941.6,503387.9,0
Moldova,MDA,1993,1421586.8,-1400666.7,11153009.6,0,-1235000,1956,3877517.8000000003,207679.69999999998,0
Moldova,MDA,1994,1167384.5,-1400666.7,8379266.299999999,0,-1235000,1717.8,3605364.3000000003,161398.2,0
Moldova,MDA,1995,1071425.9,-1400666.7,6287430.1,0,-1235000,1721.1000000000001,3665021.5,163101.69999999998,0
Moldova,MDA,1996,1161685.6,-1400666.7,7983248.1,0,-1235000,1701.6,2396646.8,164123.8,0
Moldova,MDA,1997,980055.8999999999,-1400666.7,7431143.3,0,-1235000,1727.3,2481287.6999999997,199649.30000000002,0
Moldova,MDA,1998,740727.2000000001,-1400666.7,6686121.100000001,0,-1235000,1701.8999999999999,2156459.6999999997,172242.9,0
Moldova,MDA,1999,515026.60000000003,-1400666.7,5123473,0,-1235000,1698.1,1815958.2,156167.30000000002,0
Moldova,MDA,2000,508900,-1400666.7,4531000,0,-1235000,1730,1460000,236571,0
Moldova,MDA,2001,494800,-1034000,5036000,0,-868000,1790,1530000,229381,0
Moldova,MDA,2002,723000,-1034000,4300000,0,-868000,1860,1710000,254871,0
Moldova,MDA,2003,895300,-1034000,4591000,0,-868000,1930,1910000,247861,0
Moldova,MDA,2004,873600,-1034000,4373020.1,0,-868000,2000,2300000,337371,0
Moldova,MDA,2005,920200,-1034000,4657012.5,0,-868000,2090,2310000,427111,0
Moldova,MDA,2006,998000,-1026666.7,4348010,0,-861000,2130,2100000,495201,0
Moldova,MDA,2007,1147000,-1026666.7,4396020.1,0,-861000,2180,1970000,484031,0
Moldova,MDA,2008,225700,-1026666.7,4517035.1,0,-861000,2230,1830000,454541,0
Moldova,MDA,2009,189900,-1026666.7,4173042.5999999996,0,-861000,2280,2230000,433081,0
Moldova,MDA,2010,223600,-1026666.7,4252050.199999999,0,-861000,2320,2310000,460431,0
Mongolia,MNG,1990,1522672.6,405755.7,9069093.9,0,26495000,570.9,3155484.3000000003,337327.5,0
Mongolia,MNG,1991,1256389.3,408525,8170664.2,0,26495000,523.5999999999999,3468307.6999999997,173795.80000000002,0
Mongolia,MNG,1992,1421291.0999999999,411330.8,7729125.100000001,0,26495000,510.1,2391270.9,128889.90000000001,0
Mongolia,MNG,1993,1299520.0999999999,414173.7,7234919,0,26495000,508.1,2309032,91129.40000000001,0
Mongolia,MNG,1994,1133312,417054.5,6812571.7,0,26495000,515.3,2154493.1999999997,101100.9,0
Mongolia,MNG,1995,1153387.9,419974,6978369.5,0,26495000,565.8,1801724,97873.2,0
Mongolia,MNG,1996,1267203.4000000001,422932.8,9022160.4,0,26284000,573.4,1715519.5,93235.20000000001,0
Mongolia,MNG,1997,969114.1,425932,8876566.5,0,29959000,584.3000000000001,960296.2,93827.20000000001,0
Mongolia,MNG,1998,896622.7,428972.10000000003,9314418.299999999,0,25972000,594.4000000000001,774997.4,89072.8,0
Mongolia,MNG,1999,955042.8,432054.19999999995,9039177.100000001,0,25845000,604.3,1214454.6,85888.3,0
Mongolia,MNG,2000,1145900,435179.1,8888022.6,0,27981000,610,1130000,78539,0
Mongolia,MNG,2001,1243100,-624431.7,8619025.100000001,0,24698000,617,1510000,65653,0
Mongolia,MNG,2002,1311900,-628821.7,9386047.7,0,26232000,631,1360000,112306,0
Mongolia,MNG,2003,1146500,-633273.9,8770062.700000001,0,23599000,649,1370000,116871,0
Mongolia,MNG,2004,1342600,-637789.6,7306075.300000001,0,24171000,681,1280000,69885,0
Mongolia,MNG,2005,1356000,-642370.1,7573067.699999999,0,23783000,703,1430000,91998,0
Mongolia,MNG,2006,1497700,16058002.6,8005830,0,29539000,716,1580000,104213,0
Mongolia,MNG,2007,1769800,16060772.2,8571893,0,28654000,735,1480000,121347,0
Mongolia,MNG,2008,1534200,16063382,8952006,0,28102000,754,1660000,120471,0
Mongolia,MNG,2009,1387700,16065845.4,9192619,0,24820000,772,2360000,112695,0
Mongolia,MNG,2010,1288100,16068174.4,10049232,0,24273000,789,1920000,121289,0
Montserrat,MSR,1990,10626.9,-6851.6,8347.4,0,27000,0,18506.399999999998,0,0
